                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                0.50612,                0.93675,                0.45119,                0.94871,                0.91371,                0.68358,                0.80165,                0.70589,                0.90895,                0.68301,                0.79037,                0.67161,                0.45456,                 0.8572,                0.43485,                0.58365,              0.0010232,              0.0010232,              0.0010232
                     76,                0.50703,                0.94682,                0.44436,                0.94247,                0.90644,                0.68814,                0.80207,                0.70409,                0.90051,                0.67959,                 0.7896,                0.66815,                0.47899,                0.86657,                0.46168,                0.60169,                0.00101,                0.00101,                0.00101
                     77,                0.50359,                0.93718,                0.44962,                0.94107,                0.91266,                0.68985,                0.80464,                0.70532,                0.92408,                0.67446,                0.79374,                0.67094,                0.48209,                0.87816,                0.48135,                0.60896,              0.0009968,              0.0009968,              0.0009968
                     78,                0.49737,                 0.9218,                0.44033,                0.94293,                0.92278,                0.67446,                0.80294,                0.70515,                0.93344,                0.66078,                0.78843,                0.66749,                 0.4639,                 0.8731,                0.46684,                  0.595,              0.0009836,              0.0009836,              0.0009836
                     79,                0.50097,                 0.9388,                0.44472,                0.94291,                0.90627,                0.69726,                0.80897,                0.70486,                0.90567,                0.69669,                0.79859,                0.67282,                0.45694,                0.86543,                0.45027,                0.58989,              0.0009704,              0.0009704,              0.0009704
                     80,                0.49548,                0.93174,                0.43925,                0.93901,                0.91311,                0.70695,                0.81128,                0.70852,                0.90722,                0.70068,                0.80388,                0.67319,                0.46548,                0.84333,                 0.4684,                0.59687,              0.0009572,              0.0009572,              0.0009572
                     81,                0.50308,                0.97267,                0.44672,                 0.9415,                 0.8922,                0.70582,                0.80933,                0.70747,                0.93158,                0.67539,                0.79898,                0.67429,                0.46281,                0.88515,                0.45858,                0.59083,               0.000944,               0.000944,               0.000944
                     82,                0.50412,                0.93865,                0.44143,                0.94087,                0.89449,                0.70353,                0.81117,                0.71115,                0.92116,                0.68472,                0.79814,                0.67571,                0.45852,                0.85022,                0.45422,                0.59189,              0.0009308,              0.0009308,              0.0009308
                     83,                0.49647,                0.93209,                0.43717,                0.93961,                0.89618,                0.69881,                0.80754,                0.70682,                 0.9082,                0.68816,                 0.7992,                0.67457,                0.46072,                0.88276,                0.46847,                 0.5931,              0.0009176,              0.0009176,              0.0009176
                     84,                0.48991,                0.92631,                0.43675,                0.93763,                0.91448,                0.70125,                0.80745,                0.71023,                0.91838,                0.69441,                  0.803,                0.67496,                0.44221,                0.88829,                 0.4561,                 0.5837,              0.0009044,              0.0009044,              0.0009044
                     85,                0.48925,                0.90851,                0.43545,                0.94011,                 0.9294,                0.68814,                0.81196,                0.71308,                0.91785,                0.67959,                 0.7989,                0.67311,                0.45021,                0.84855,                 0.4683,                 0.5892,              0.0008912,              0.0008912,              0.0008912
                     86,                0.48817,                0.94562,                0.43149,                0.93637,                0.89684,                0.69897,                0.80588,                0.71123,                0.92098,                0.67674,                 0.7967,                0.67504,                0.44283,                0.82152,                0.46886,                 0.5823,               0.000878,               0.000878,               0.000878
                     87,                0.48977,                0.90832,                0.43445,                0.94085,                0.89435,                  0.695,                0.80593,                  0.709,                0.89928,                0.68717,                0.79703,                0.67499,                0.43963,                0.82254,                0.45004,                0.58218,              0.0008648,              0.0008648,              0.0008648
                     88,                0.49589,                 0.9322,                0.43777,                0.93774,                0.91643,                0.68775,                0.80445,                0.70639,                0.92157,                0.67902,                0.79862,                0.67041,                0.45126,                0.85022,                0.47426,                0.58776,              0.0008516,              0.0008516,              0.0008516
                     89,                 0.4817,                0.88629,                0.42773,                0.93392,                0.90663,                0.69897,                0.81065,                0.70885,                0.90605,                0.68181,                0.79772,                0.67406,                0.44223,                0.83139,                 0.4221,                0.58567,              0.0008384,              0.0008384,              0.0008384
                     90,                0.48891,                0.90256,                0.43006,                0.93906,                 0.9176,                0.69897,                 0.8121,                 0.7116,                0.91514,                0.69475,                0.80349,                0.67746,                0.44323,                0.82978,                0.42075,                0.58823,              0.0008252,              0.0008252,              0.0008252
                     91,                0.48812,                0.89332,                0.42499,                0.93986,                0.91284,                0.69864,                0.81222,                 0.7113,                0.90839,                0.69441,                0.80032,                0.67561,                0.44298,                0.86857,                0.43375,                0.58248,               0.000812,               0.000812,               0.000812
                     92,                0.48192,                0.90518,                0.43182,                0.93601,                0.88859,                0.70025,                 0.8073,                0.70755,                0.88216,                 0.6914,                0.79492,                0.67087,                0.44582,                0.84906,                 0.4437,                0.58862,              0.0007988,              0.0007988,              0.0007988
                     93,                0.48476,                0.93049,                0.42656,                0.93618,                0.90344,                 0.7041,                0.81411,                0.71438,                0.90295,                0.69491,                0.79936,                0.67339,                0.44467,                0.87201,                0.45381,                0.58827,              0.0007856,              0.0007856,              0.0007856
                     94,                0.48368,                0.88236,                0.42582,                0.93624,                0.90477,                0.69878,                0.80678,                0.71133,                0.91141,                0.68928,                0.79671,                0.67523,                0.44974,                0.83464,                0.46279,                0.59371,              0.0007724,              0.0007724,              0.0007724
                     95,                0.48708,                 0.9195,                0.42606,                0.94104,                0.92157,                0.68329,                0.80852,                0.70923,                0.92756,                0.67161,                0.80037,                0.67647,                0.44141,                0.86165,                0.46748,                0.58735,              0.0007592,              0.0007592,              0.0007592
                     96,                0.47988,                0.89458,                0.42515,                0.93227,                0.91424,                0.69284,                 0.8093,                0.71548,                0.91723,                0.68415,                0.80076,                0.67925,                0.43471,                0.86115,                0.45445,                0.58312,               0.000746,               0.000746,               0.000746
                     97,                0.48278,                0.91347,                0.42378,                0.93499,                0.91217,                0.69555,                0.81116,                0.71317,                0.91296,                0.68586,                0.80111,                0.67821,                0.44754,                0.85686,                0.47188,                0.58394,              0.0007328,              0.0007328,              0.0007328
                     98,                 0.4817,                 0.8816,                0.41793,                0.93564,                0.89118,                0.70468,                0.81156,                0.71357,                0.92862,                 0.6756,                0.80265,                0.67812,                0.43821,                0.85009,                 0.4659,                0.58627,              0.0007196,              0.0007196,              0.0007196
                     99,                0.49295,                0.90559,                0.42777,                0.94083,                0.88375,                0.70644,                0.81177,                0.71347,                0.88157,                0.69384,                0.80143,                0.67845,                0.43583,                0.85601,                0.46676,                 0.5841,              0.0007064,              0.0007064,              0.0007064
                    100,                0.47057,                0.89219,                0.41329,                0.93601,                0.91511,                0.69446,                 0.8125,                0.71568,                0.93734,                0.67389,                0.80338,                0.68023,                0.44542,                0.84998,                0.45643,                0.58928,              0.0006932,              0.0006932,              0.0006932
                    101,                0.48124,                0.86821,                0.41723,                0.93938,                0.90018,                0.70435,                0.80996,                0.71165,                0.90951,                0.69213,                0.80441,                0.67887,                0.44807,                 0.8692,                0.46921,                 0.5915,                0.00068,                0.00068,                0.00068
                    102,                0.47193,                0.87464,                0.41248,                0.93156,                0.90471,                0.70371,                0.81591,                0.71499,                0.90646,                0.68985,                 0.8018,                 0.6804,                0.44444,                0.85464,                 0.4922,                0.58465,              0.0006668,              0.0006668,              0.0006668
                    103,                 0.4767,                0.90174,                0.41728,                 0.9325,                0.90784,                0.70182,                0.81543,                0.71273,                0.90759,                0.69327,                0.80215,                0.67929,                0.46094,                0.86921,                0.47603,                0.59747,              0.0006536,              0.0006536,              0.0006536
                    104,                0.47141,                0.91966,                0.41267,                0.93425,                0.87778,                0.71893,                0.81702,                0.71556,                0.92001,                0.68244,                0.80536,                0.67977,                0.44679,                0.84507,                0.44837,                0.58583,              0.0006404,              0.0006404,              0.0006404
                    105,                0.47297,                 0.8993,                0.41486,                0.92769,                0.89461,                0.70924,                0.81514,                0.71676,                0.89842,                0.69783,                0.80351,                0.68234,                0.44081,                0.82294,                0.45998,                0.58527,              0.0006272,              0.0006272,              0.0006272
                    106,                0.47488,                0.88212,                0.41488,                0.93105,                0.90207,                0.70639,                0.81797,                0.71922,                0.89918,                0.70182,                0.80504,                0.68527,                0.45007,                0.83067,                0.46592,                0.59182,               0.000614,               0.000614,               0.000614
                    107,                0.46788,                0.89273,                0.40262,                0.92859,                0.89275,                0.70696,                0.81496,                0.71315,                0.88291,                0.70639,                0.80162,                0.67915,                0.43066,                0.82812,                0.46742,                0.57954,              0.0006008,              0.0006008,              0.0006008
                    108,                0.46451,                0.87567,                0.40414,                0.93038,                0.91206,                0.68643,                0.81346,                0.71298,                0.90673,                0.67503,                0.79364,                0.67604,                0.42722,                 0.8497,                0.46168,                0.57818,              0.0005876,              0.0005876,              0.0005876
                    109,                 0.4652,                0.88985,                0.40575,                0.92947,                0.88333,                0.71779,                0.81774,                0.71568,                0.88059,                0.71056,                0.80609,                0.68205,                0.43606,                0.84682,                0.44739,                0.58297,              0.0005744,              0.0005744,              0.0005744
                    110,                0.46815,                0.86242,                0.40358,                0.93248,                 0.8763,                0.72696,                0.82126,                0.71792,                0.86527,                0.71494,                0.80508,                0.68291,                0.44431,                0.82123,                0.45598,                0.58891,              0.0005612,              0.0005612,              0.0005612
                    111,                0.46042,                 0.8777,                0.40766,                0.92804,                0.88075,                0.72178,                0.81461,                0.71481,                0.87366,                0.70963,                0.80403,                0.68059,                0.43417,                0.83949,                0.50334,                0.58277,               0.000548,               0.000548,               0.000548
                    112,                0.46489,                0.85397,                0.40609,                 0.9317,                0.89012,                0.71722,                0.81524,                0.71823,                 0.8867,                0.71209,                0.80419,                0.68075,                0.43922,                0.82878,                0.45416,                0.58515,              0.0005348,              0.0005348,              0.0005348
                    113,                0.46542,                0.89318,                0.40781,                0.92796,                0.89201,                0.70639,                0.81474,                0.71502,                0.89591,                0.69498,                0.80325,                0.68056,                0.43428,                0.82943,                0.45108,                 0.5827,              0.0005216,              0.0005216,              0.0005216
                    114,                0.46174,                0.88024,                0.40015,                  0.925,                0.89379,                0.70526,                0.82043,                  0.719,                0.88314,                0.70658,                0.80825,                0.68205,                 0.4341,                0.82659,                0.44207,                0.58031,              0.0005084,              0.0005084,              0.0005084
                    115,                0.46324,                0.87203,                0.40421,                0.92934,                0.89551,                0.70852,                0.81688,                0.71592,                0.88907,                0.70371,                0.80445,                 0.6806,                0.43736,                0.84125,                0.43027,                0.58389,              0.0004952,              0.0004952,              0.0004952
                    116,                0.46011,                0.86832,                0.40313,                0.92525,                0.88698,                0.71437,                0.82021,                0.71913,                0.88614,                0.70547,                 0.8052,                0.68104,                0.42788,                0.83816,                0.42952,                 0.5799,               0.000482,               0.000482,               0.000482
                    117,                0.45552,                0.85082,                0.39765,                0.93036,                0.90035,                0.70572,                 0.8174,                0.71826,                0.89599,                0.70296,                0.80503,                0.68229,                0.43024,                 0.8386,                0.43048,                 0.5817,              0.0004688,              0.0004688,              0.0004688
                    118,                0.46531,                0.87212,                0.40212,                 0.9318,                0.89413,                0.71265,                0.81804,                 0.7196,                0.89125,                0.70089,                0.80265,                0.68274,                0.42857,                 0.8364,                0.43552,                0.58185,              0.0004556,              0.0004556,              0.0004556
                    119,                0.46585,                0.84914,                0.40194,                0.92902,                0.91205,                0.69767,                0.81846,                0.72083,                0.89792,                0.69204,                0.80306,                0.68356,                0.42672,                0.83286,                0.43866,                0.57977,              0.0004424,              0.0004424,              0.0004424
                    120,                0.46485,                0.86699,                0.40469,                0.92911,                0.87594,                0.71893,                0.82177,                0.72072,                0.87526,                0.70809,                0.80626,                0.68663,                0.42779,                0.83387,                0.43499,                0.57817,              0.0004292,              0.0004292,              0.0004292
                    121,                0.45685,                0.83231,                0.39311,                0.92537,                0.90194,                0.70125,                0.81835,                0.72043,                0.89242,                0.69669,                0.80388,                0.68471,                0.42775,                0.84043,                0.43113,                0.57611,               0.000416,               0.000416,               0.000416
                    122,                0.45711,                0.83368,                0.39378,                0.92761,                0.88203,                 0.7204,                0.82313,                0.72253,                0.88185,                0.71062,                0.80751,                0.68586,                0.42258,                0.84119,                0.42783,                 0.5762,              0.0004028,              0.0004028,              0.0004028
                    123,                 0.4516,                0.86065,                0.39361,                0.92371,                0.89376,                0.71152,                0.81992,                0.71955,                0.88709,                0.71221,                0.80729,                0.68215,                0.42823,                0.85224,                0.43773,                0.58184,              0.0003896,              0.0003896,              0.0003896
                    124,                0.44715,                0.85664,                0.38522,                0.92365,                0.88161,                0.72177,                0.82109,                0.72098,                0.87675,                0.71779,                0.80684,                0.68235,                0.44101,                 0.8435,                0.44662,                0.58909,              0.0003764,              0.0003764,              0.0003764
                    125,                0.45096,                0.86139,                0.39401,                0.92935,                0.88131,                0.71966,                0.81908,                0.72138,                0.87452,                0.71665,                0.80881,                 0.6856,                0.43751,                0.83444,                0.43981,                0.58694,              0.0003632,              0.0003632,              0.0003632
                    126,                 0.4564,                0.86199,                0.39271,                0.92565,                0.89814,                0.71038,                0.82045,                0.72293,                0.89309,                0.70639,                0.81125,                0.68757,                0.41845,                0.83459,                 0.4036,                0.57548,                0.00035,                0.00035,                0.00035
                    127,                 0.4464,                0.81271,                 0.3894,                0.92638,                0.90271,                0.70882,                0.82199,                0.72383,                0.89469,                0.70468,                0.81234,                0.68908,                0.41743,                0.83997,                0.40136,                0.57281,              0.0003368,              0.0003368,              0.0003368
                    128,                0.45165,                0.81174,                0.38922,                0.92318,                0.88186,                0.72463,                 0.8223,                0.72326,                0.88138,                0.72121,                0.81285,                0.68932,                0.41702,                0.84194,                0.40071,                0.57451,              0.0003236,              0.0003236,              0.0003236
                    129,                0.44832,                0.84037,                0.39238,                0.92272,                0.91628,                0.69726,                0.82101,                0.72385,                0.89097,                0.70696,                0.81249,                0.68753,                 0.4169,                0.83945,                0.40593,                0.57626,              0.0003104,              0.0003104,              0.0003104
                    130,                0.44975,                0.84299,                0.38954,                0.92669,                0.90716,                0.70296,                 0.8212,                0.72345,                0.90201,                0.69897,                0.81051,                 0.6878,                 0.4187,                0.84806,                0.40429,                0.57652,              0.0002972,              0.0002972,              0.0002972
                    131,                0.44877,                0.85115,                0.38484,                0.92077,                0.92228,                0.69783,                0.81933,                0.72374,                0.89453,                 0.7041,                0.81024,                0.68698,                 0.4169,                 0.8444,                0.40273,                 0.5763,               0.000284,               0.000284,               0.000284
                    132,                0.45075,                0.85301,                0.39358,                0.92846,                0.91646,                0.70468,                0.82272,                0.72392,                0.89041,                0.70875,                0.80938,                0.68711,                 0.4211,                0.82785,                0.41635,                0.58096,              0.0002708,              0.0002708,              0.0002708
                    133,                0.44361,                0.83185,                 0.3845,                0.92049,                0.91435,                0.70599,                0.82251,                0.72531,                0.90913,                0.70162,                0.80992,                0.68857,                0.42197,                0.82105,                0.42728,                0.58092,              0.0002576,              0.0002576,              0.0002576
                    134,                0.44647,                0.83785,                0.38495,                0.92132,                0.91508,                0.70011,                0.82271,                0.72486,                0.89809,                0.70639,                0.81153,                0.68923,                0.42156,                0.82784,                0.43369,                0.57997,              0.0002444,              0.0002444,              0.0002444
                    135,                0.44124,                0.82018,                0.38386,                0.91957,                0.92377,                0.70068,                0.82168,                0.72497,                0.91144,                0.69828,                0.80762,                0.68752,                 0.4245,                0.83976,                0.43148,                0.58082,              0.0002312,              0.0002312,              0.0002312
                    136,                0.43757,                0.77325,                0.37848,                0.91843,                0.92451,                0.69824,                0.82056,                0.72531,                0.91621,                0.69197,                0.80936,                0.68847,                0.42354,                0.83435,                0.42493,                0.57866,               0.000218,               0.000218,               0.000218
                    137,                0.44455,                0.82302,                0.38175,                0.92219,                0.92516,                0.69498,                0.82032,                0.72514,                0.91833,                0.68985,                0.80696,                0.68706,                0.41916,                 0.8417,                0.42569,                0.57651,              0.0002048,              0.0002048,              0.0002048
                    138,                 0.4475,                0.81778,                0.38263,                0.92349,                0.92121,                0.69555,                0.81886,                0.72477,                0.91698,                0.69042,                0.80789,                0.68803,                0.41734,                0.84737,                0.43234,                0.57463,              0.0001916,              0.0001916,              0.0001916
                    139,                0.43698,                0.80762,                0.37697,                0.91996,                 0.9258,                0.69384,                0.81874,                0.72324,                0.91028,                0.69409,                0.80755,                0.68655,                0.41783,                0.83913,                0.43669,                0.57469,              0.0001784,              0.0001784,              0.0001784
                    140,                0.44191,                0.79859,                0.37984,                0.92082,                0.92696,                0.69457,                0.81943,                 0.7233,                0.92291,                0.68941,                0.80765,                0.68768,                0.41681,                0.84093,                0.43592,                0.57393,              0.0001652,              0.0001652,              0.0001652
                    141,                0.46439,                0.86708,                0.42341,                0.91061,                0.93022,                 0.6927,                0.82142,                0.72344,                0.92054,                0.69347,                0.80935,                0.68662,                0.41916,                0.84838,                0.44186,                0.57542,               0.000152,               0.000152,               0.000152
                    142,                0.45595,                0.82967,                0.40886,                0.90851,                0.92706,                0.69562,                0.82085,                0.72459,                0.93089,                0.68757,                0.80793,                0.68599,                0.41961,                0.84657,                 0.4407,                0.57589,              0.0001388,              0.0001388,              0.0001388
                    143,                0.46626,                0.84529,                0.40921,                0.91149,                0.94595,                0.68814,                0.82168,                0.72416,                0.93851,                0.68187,                0.80806,                0.68664,                0.41849,                0.84093,                0.43696,                0.57627,              0.0001256,              0.0001256,              0.0001256
                    144,                0.45541,                0.84095,                 0.4116,                0.91095,                0.94646,                0.68871,                 0.8224,                0.72452,                0.93165,                0.68643,                0.80889,                0.68646,                0.42018,                0.83745,                0.43481,                0.57664,              0.0001124,              0.0001124,              0.0001124
                    145,                0.45092,                0.82446,                0.40479,                0.90955,                0.94388,                0.68928,                0.82283,                0.72354,                0.93666,                0.68296,                 0.8101,                0.68702,                0.42083,                0.83934,                 0.4332,                0.57722,               9.92e-05,               9.92e-05,               9.92e-05
                    146,                0.44714,                0.82978,                0.39513,                0.90509,                0.94165,                0.69001,                0.82314,                0.72403,                0.89103,                0.70863,                 0.8102,                0.68807,                 0.4209,                0.84551,                 0.4347,                0.57701,                8.6e-05,                8.6e-05,                8.6e-05
                    147,                0.44763,                0.81898,                0.39878,                0.90335,                 0.9314,                0.69213,                0.82272,                0.72412,                0.88976,                0.70865,                0.81017,                0.68717,                0.42055,                0.84742,                0.43705,                0.57689,               7.28e-05,               7.28e-05,               7.28e-05
                    148,                0.44659,                0.83084,                0.39965,                0.90475,                0.93407,                0.69099,                 0.8222,                0.72504,                0.89109,                0.70867,                0.81005,                0.68804,                 0.4222,                0.84981,                0.43771,                 0.5782,               5.96e-05,               5.96e-05,               5.96e-05
                    149,                0.44406,                0.80737,                0.39717,                0.90621,                0.93272,                0.69441,                0.82313,                 0.7248,                0.89291,                 0.7083,                0.80996,                0.68918,                0.42252,                0.84683,                0.43669,                 0.5786,               4.64e-05,               4.64e-05,               4.64e-05
                    150,                0.44648,                0.81923,                0.39548,                0.90427,                0.93113,                0.69371,                0.82321,                 0.7248,                0.89426,                0.70879,                0.81025,                0.68869,                0.42255,                0.84564,                0.43573,                 0.5787,               3.32e-05,               3.32e-05,               3.32e-05
